0,30000
4,3
8,20040
12,40156
16,-52
20,5
24,40004
28,30004
32,5
36,20060
40,5
44,-52
48,20000
52,40060
56,30008
60,3
64,5
68,-52
72,3
76,20020
80,40116
84,30012
88,5
92,-52
20000,0
20004,1
20008,2
20012,3
20016,4
20020,5
20024,6
20028,7
20032,8
20036,9
20040,10
20044,11
20048,12
20052,13
20056,14
20060,15
20064,16
20068,17
20072,18
20076,19
20080,20
20084,21
20088,22
20092,23
20096,24
20100,25
20104,26
20108,27
20112,28
20116,29
20120,30
20124,31
20128,32
20132,33
20136,34
20140,35
20144,36
20148,37
20152,38
20156,39
20160,40
20164,41
20168,42
20172,43
20176,44
20180,45
20184,46
20188,47
20192,48
20196,49
20200,50
20204,51
20208,52
20212,53
20216,54
20220,55
20224,56
20228,57
20232,58
20236,59
20240,60
20244,61
20248,62
20252,63
20256,64
20260,65
20264,66
20268,67
20272,68
20276,69
20280,70
20284,71
20288,72
20292,73
20296,74
30000,100
30004,101
30008,102
30012,103
30016,104
30020,105
30024,106
30028,107
30032,108
30036,109
30040,110
30044,111
30048,112
30052,113
30056,114
30060,115
30064,116
30068,117
30072,118
30076,119
30080,120
30084,121
30088,122
30092,123
30096,124
30100,125
30104,126
30108,127
30112,128
30116,129
30120,130
30124,131
30128,132
30132,133
30136,134
30140,135
30144,136
30148,137
30152,138
30156,139
30160,140
30164,141
30168,142
30172,143
30176,144
30180,145
30184,146
30188,147
30192,148
30196,149
30200,150
30204,151
30208,152
30212,153
30216,154
30220,155
30224,156
30228,157
30232,158
30236,159
30240,160
30244,161
30248,162
30252,163
30256,164
40000,1390
40004,1400
40008,1410
40012,1420
40016,1430
40020,1440
40024,1450
40028,1460
40032,1470
40036,1480
40040,1490
40044,1500
40052,4540
40056,4575
40060,4610
40064,4645
40068,4680
40072,4715
40076,4750
40080,4785
40084,4820
40088,4855
40092,4890
40096,4925
40104,7690
40108,7750
40112,7810
40116,7870
40120,7930
40124,7990
40128,8050
40132,8110
40136,8170
40140,8230
40144,8290
40148,8350
40156,10840
40160,10925
40164,11010
40168,11095
40172,11180
40176,11265
40180,11350
40184,11435
40188,11520
40192,11605
40196,11690
40200,11775
40208,13990
40212,14100
40216,14210
40220,14320
40224,14430
40228,14540
40232,14650
40236,14760
40240,14870
40244,14980
40248,15090
40252,15200
40260,17140
40264,17275
40268,17410
40272,17545
40276,17680
40280,17815
40284,17950
40288,18085
40292,18220
40296,18355
40300,18490
40304,18625
40312,20290
40316,20450
40320,20610
40324,20770
40328,20930
40332,21090
40336,21250
40340,21410
40344,21570
40348,21730
40352,21890
40356,22050
40364,23440
40368,23625
40372,23810
40376,23995
40380,24180
40384,24365
40388,24550
40392,24735
40396,24920
40400,25105
40404,25290
40408,25475
40416,26590
40420,26800
40424,27010
40428,27220
40432,27430
40436,27640
40440,27850
40444,28060
40448,28270
40452,28480
40456,28690
40460,28900
40468,29740
40472,29975
40476,30210
40480,30445
40484,30680
40488,30915
40492,31150
40496,31385
40500,31620
40504,31855
40508,32090
40512,32325
40520,32890
40524,33150
40528,33410
40532,33670
40536,33930
40540,34190
40544,34450
40548,34710
40552,34970
40556,35230
40560,35490
40564,35750
40572,36040
40576,36325
40580,36610
40584,36895
40588,37180
40592,37465
40596,37750
40600,38035
40604,38320
40608,38605
40612,38890
40616,39175
